Match_ID,Match_Date,Championship_Match,WinLoss,WinChampionship,LoseChampionship,SinglesChampionshipHeld,TagChampionshipHeld,IsTitleMatch
2326,13.12.2025,Exhibition,Loss,No,No,No Championship,No Championship,No
2325,29.11.2025,WWE Intercontinental Championship,Loss,No,Yes,WWE Intercontinental Championship,No Championship,Yes
2324,17.11.2025,Exhibition,Win,No,No,WWE Intercontinental Championship,No Championship,No
2323,10.11.2025,WWE Intercontinental Championship,Win,Yes,No,WWE Intercontinental Championship,No Championship,Yes
2322,11.10.2025,Exhibition,Win,No,No,No Championship,No Championship,No
2321,20.09.2025,Exhibition,Loss,No,No,No Championship,No Championship,No
2320,05.09.2025,WWE United States Championship,No Contest,No,No,No Championship,No Championship,Yes
2319,31.08.2025,Exhibition,Win,No,No,No Championship,No Championship,No
2318,08.08.2025,Exhibition,Win,No,No,No Championship,No Championship,No
2317,03.08.2025,WWE Undisputed Championship,Loss,No,Yes,WWE Undisputed Championship,No Championship,Yes
2316,28.06.2025,WWE Undisputed Championship,Win,No,No,WWE Undisputed Championship,No Championship,Yes
2315,20.06.2025,Exhibition,Loss,No,No,WWE Undisputed Championship,No Championship,No
2314,07.06.2025,Exhibition,Loss,No,No,WWE Undisputed Championship,No Championship,No
2313,24.05.2025,Exhibition,Win,No,No,WWE Undisputed Championship,No Championship,No
2312,10.05.2025,WWE Undisputed Championship,Win,No,No,WWE Undisputed Championship,No Championship,Yes
2311,20.04.2025,WWE Undisputed Championship,Win,Yes,No,WWE Undisputed Championship,No Championship,Yes
2310,01.03.2025,Contendership,Win,No,No,No Championship,No Championship,No
2309,01.02.2025,Contendership,Loss,No,No,No Championship,No Championship,No
2308,08.04.2024,Exhibition,Win,No,No,No Championship,No Championship,No
2307,04.11.2023,Exhibition,Loss,No,No,No Championship,No Championship,No
2306,07.10.2023,Exhibition,Win,No,No,No Championship,No Championship,No
2305,06.10.2023,Exhibition,Win,No,No,No Championship,No Championship,No
2304,29.09.2023,Exhibition,Win,No,No,No Championship,No Championship,No
2303,22.09.2023,Exhibition,Win,No,No,No Championship,No Championship,No
2302,15.09.2023,Exhibition,Win,No,No,No Championship,No Championship,No
2301,08.09.2023,Exhibition,Win,No,No,No Championship,No Championship,No
2300,01.04.2023,WWE United States Championship,Loss,No,No,No Championship,No Championship,Yes
2299,30.12.2022,Exhibition,Win,No,No,No Championship,No Championship,No
2298,10.09.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2297,21.08.2021,WWE Universal Championship,Loss,No,No,No Championship,No Championship,Yes
2296,20.08.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2295,15.08.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2294,14.08.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2293,13.08.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2292,09.08.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2291,07.08.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2290,06.08.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2289,01.08.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2288,31.07.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2287,30.07.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2286,26.07.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2285,25.07.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2284,24.07.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2283,23.07.2021,Exhibition,Win,No,No,No Championship,No Championship,No
2282,26.03.2020,Exhibition,Loss,No,No,No Championship,No Championship,No
2281,14.01.2019,Contendership,Win,No,No,No Championship,No Championship,No
2280,13.01.2019,Exhibition,Win,No,No,No Championship,No Championship,No
2279,12.01.2019,Exhibition,Win,No,No,No Championship,No Championship,No
2278,11.01.2019,Exhibition,Win,No,No,No Championship,No Championship,No
2277,07.01.2019,Exhibition,Win,No,No,No Championship,No Championship,No
2276,06.01.2019,Exhibition,Win,No,No,No Championship,No Championship,No
2275,05.01.2019,Exhibition,Win,No,No,No Championship,No Championship,No
2274,04.01.2019,Exhibition,Win,No,No,No Championship,No Championship,No
2273,30.12.2018,Exhibition,Win,No,No,No Championship,No Championship,No
2272,29.12.2018,Exhibition,Win,No,No,No Championship,No Championship,No
2271,28.12.2018,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2270,27.12.2018,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2269,26.12.2018,Exhibition,Win,No,No,No Championship,No Championship,No
2268,06.10.2018,Exhibition,Win,No,No,No Championship,No Championship,No
2267,01.09.2018,Exhibition,Win,No,No,No Championship,No Championship,No
2266,27.04.2018,Exhibition,Win,No,No,No Championship,No Championship,No
2265,08.04.2018,Exhibition,Loss,No,No,No Championship,No Championship,No
2264,26.03.2018,Exhibition,Win,No,No,No Championship,No Championship,No
2263,25.03.2018,Exhibition,Loss,No,No,No Championship,No Championship,No
2262,18.03.2018,WWE Intercontinental Championship,Loss,No,No,No Championship,No Championship,Yes
2261,17.03.2018,WWE Intercontinental Championship,Loss,No,No,No Championship,No Championship,Yes
2260,16.03.2018,Exhibition,Win,No,No,No Championship,No Championship,No
2259,11.03.2018,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2258,05.03.2018,Exhibition,Win,No,No,No Championship,No Championship,No
2257,04.03.2018,Exhibition,Loss,No,No,No Championship,No Championship,No
2256,03.03.2018,Exhibition,Loss,No,No,No Championship,No Championship,No
2255,27.02.2018,Exhibition,Win,No,No,No Championship,No Championship,No
2254,26.02.2018,Exhibition,Win,No,No,No Championship,No Championship,No
2253,25.02.2018,Contendership,Loss,No,No,No Championship,No Championship,No
2252,19.02.2018,Exhibition,Loss,No,No,No Championship,No Championship,No
2251,18.02.2018,Exhibition,Loss,No,No,No Championship,No Championship,No
2250,12.02.2018,Exhibition,Win,No,No,No Championship,No Championship,No
2249,11.02.2018,Exhibition,Loss,No,No,No Championship,No Championship,No
2248,05.02.2018,Exhibition,Loss,No,No,No Championship,No Championship,No
2247,29.01.2018,Exhibition,Win,No,No,No Championship,No Championship,No
2246,28.01.2018,Contendership,Loss,No,No,No Championship,No Championship,No
2245,30.12.2017,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2244,29.12.2017,WWE Intercontinental Championship,Loss,No,No,No Championship,No Championship,Yes
2243,28.12.2017,WWE Intercontinental Championship,Loss,No,No,No Championship,No Championship,Yes
2242,27.12.2017,WWE Intercontinental Championship,Loss,No,No,No Championship,No Championship,Yes
2241,26.12.2017,WWE Intercontinental Championship,Loss,No,No,No Championship,No Championship,Yes
2240,25.12.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2239,19.11.2017,Exhibition,Loss,No,No,No Championship,No Championship,No
2238,24.09.2017,Exhibition,Loss,No,No,No Championship,No Championship,No
2237,23.09.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2236,17.09.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2235,11.09.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2234,04.09.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2233,03.09.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2232,02.09.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2231,01.09.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2230,28.08.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2229,27.08.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2228,26.08.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2227,25.08.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2226,21.08.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2225,20.08.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2224,15.08.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2223,14.08.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2222,13.08.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2221,12.08.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2220,01.08.2017,Contendership,Loss,No,No,No Championship,No Championship,No
2219,31.07.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2218,30.07.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2217,29.07.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2216,25.07.2017,WWE Championship,Win,No,No,No Championship,No Championship,Yes
2215,24.07.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2214,23.07.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2213,22.07.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2212,18.07.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2211,17.07.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2210,16.07.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2209,15.07.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2208,11.07.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2207,04.07.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2206,02.04.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2205,28.03.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2204,27.03.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2203,26.03.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2202,25.03.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2201,21.03.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2200,20.03.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2199,19.03.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2198,18.03.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2197,13.03.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2196,12.03.2017,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2195,07.03.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2194,28.02.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2193,27.02.2017,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2192,26.02.2017,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2191,25.02.2017,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2190,21.02.2017,Contendership,Loss,No,No,No Championship,No Championship,No
2189,20.02.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2188,14.02.2017,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2187,13.02.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2186,12.02.2017,WWE Championship,Loss,No,Yes,WWE Championship,No Championship,Yes
2185,11.02.2017,WWE Championship,Win,No,No,WWE Championship,No Championship,Yes
2184,07.02.2017,Exhibition,Win,No,No,WWE Championship,No Championship,No
2183,31.01.2017,Exhibition,Loss,No,No,WWE Championship,No Championship,No
2182,30.01.2017,WWE Championship,Win,No,No,WWE Championship,No Championship,Yes
2181,29.01.2017,WWE Championship,Win,Yes,No,WWE Championship,No Championship,Yes
2180,28.01.2017,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2179,24.01.2017,WWE Championship,Win,No,No,No Championship,No Championship,Yes
2178,17.01.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2177,16.01.2017,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2176,15.01.2017,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2175,14.01.2017,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2174,10.01.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2173,09.01.2017,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2172,08.01.2017,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2171,07.01.2017,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2170,03.01.2017,Exhibition,Win,No,No,No Championship,No Championship,No
2169,03.01.2017,WWE Championship,Win,No,No,No Championship,No Championship,Yes
2168,30.12.2016,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2167,29.12.2016,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2166,28.12.2016,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2165,27.12.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2164,26.12.2016,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2163,15.10.2016,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2162,11.10.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2161,10.10.2016,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2160,09.10.2016,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2159,08.10.2016,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2158,04.10.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2157,03.10.2016,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2156,02.10.2016,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2155,01.10.2016,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2154,26.09.2016,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2153,25.09.2016,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2152,24.09.2016,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
2151,20.09.2016,Exhibition,Loss,No,No,No Championship,No Championship,No
2150,13.09.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2149,12.09.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2148,10.09.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2147,08.09.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2146,06.09.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2145,30.08.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2144,29.08.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2143,23.08.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2142,22.08.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2141,21.08.2016,Exhibition,Loss,No,No,No Championship,No Championship,No
2140,16.08.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2139,15.08.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2138,13.08.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2137,12.08.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2136,11.08.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2135,10.08.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2134,01.08.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2133,26.07.2016,Contendership,Loss,No,No,No Championship,No Championship,No
2132,25.07.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2131,24.07.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2130,19.07.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2129,18.07.2016,Exhibition,Loss,No,No,No Championship,No Championship,No
2128,17.07.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2127,16.07.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2126,04.07.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2125,02.07.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2124,01.07.2016,Exhibition,Loss,No,No,No Championship,No Championship,No
2123,27.06.2016,Exhibition,Loss,No,No,No Championship,No Championship,No
2122,20.06.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2121,19.06.2016,Exhibition,Loss,No,No,No Championship,No Championship,No
2120,13.06.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2119,06.06.2016,Exhibition,Win,No,No,No Championship,No Championship,No
2118,30.12.2015,WWE United States Championship,Win,No,No,No Championship,No Championship,Yes
2117,29.12.2015,WWE United States Championship,Win,No,No,No Championship,No Championship,Yes
2116,28.12.2015,WWE United States Championship,Win,No,No,No Championship,No Championship,Yes
2115,27.12.2015,WWE United States Championship,Win,No,No,No Championship,No Championship,Yes
2114,26.12.2015,WWE United States Championship,Win,No,No,No Championship,No Championship,Yes
2113,25.10.2015,WWE United States Championship,Loss,No,Yes,WWE United States Championship,No Championship,Yes
2112,19.10.2015,Exhibition,Loss,No,No,WWE United States Championship,No Championship,No
2111,18.10.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2110,17.10.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2109,12.10.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2108,10.10.2015,Exhibition,Win,No,No,WWE United States Championship,No Championship,No
2107,09.10.2015,Exhibition,Win,No,No,WWE United States Championship,No Championship,No
2106,08.10.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2105,05.10.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2104,04.10.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2103,03.10.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2102,02.10.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2101,28.09.2015,Exhibition,Loss,No,No,WWE United States Championship,No Championship,No
2100,28.09.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2099,27.09.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2098,26.09.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2097,25.09.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2096,21.09.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2095,20.09.2015,WWE United States Championship,Win,Yes,No,WWE United States Championship,No Championship,Yes
2094,19.09.2015,WWE United States Championship,Win,No,No,No Championship,No Championship,Yes
2093,14.09.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2092,14.09.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2091,07.09.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2090,06.09.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2089,05.09.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2088,04.09.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2087,31.08.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2086,30.08.2015,WWE United States Championship,Win,No,No,No Championship,No Championship,Yes
2085,29.08.2015,WWE United States Championship,Win,No,No,No Championship,No Championship,Yes
2084,28.08.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2083,23.08.2015,WWE United States Championship,Loss,No,Yes,WWE United States Championship,No Championship,Yes
2082,21.08.2015,Exhibition,Win,No,No,WWE United States Championship,No Championship,No
2081,27.07.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2080,25.07.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2079,24.07.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2078,20.07.2015,Exhibition,Win,No,No,WWE United States Championship,No Championship,No
2077,19.07.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2076,18.07.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2075,17.07.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2074,13.07.2015,WWE United States Championship,Loss,No,No,WWE United States Championship,No Championship,Yes
2073,11.07.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2072,10.07.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2071,06.07.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2070,04.07.2015,Exhibition,Win,No,No,WWE United States Championship,No Championship,No
2069,03.07.2015,Exhibition,Win,No,No,WWE United States Championship,No Championship,No
2068,02.07.2015,Exhibition,Win,No,No,WWE United States Championship,No Championship,No
2067,29.06.2015,WWE United States Championship,Loss,No,No,WWE United States Championship,No Championship,Yes
2066,27.06.2015,Exhibition,Win,No,No,WWE United States Championship,No Championship,No
2065,22.06.2015,Exhibition,Win,No,No,WWE United States Championship,No Championship,No
2064,21.06.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2063,20.06.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2062,19.06.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2061,14.06.2015,Exhibition,Win,No,No,WWE United States Championship,No Championship,No
2060,13.06.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2059,12.06.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2058,08.06.2015,Exhibition,Win,No,No,WWE United States Championship,No Championship,No
2057,07.06.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2056,06.06.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2055,05.06.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2054,31.05.2015,Exhibition,Loss,No,No,WWE United States Championship,No Championship,No
2053,30.05.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2052,29.05.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2051,25.05.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2050,24.05.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2049,23.05.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2048,22.05.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2047,18.05.2015,Exhibition,Win,No,No,WWE United States Championship,No Championship,No
2046,17.05.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2045,16.05.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2044,15.05.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2043,11.05.2015,WWE United States Championship,Loss,No,No,WWE United States Championship,No Championship,Yes
2042,10.05.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2041,09.05.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2040,04.05.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2039,26.04.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2038,20.04.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2037,18.04.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2036,17.04.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2035,16.04.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2034,15.04.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2033,14.04.2015,Exhibition,Win,No,No,WWE United States Championship,No Championship,No
2032,13.04.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2031,12.04.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2030,11.04.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2029,10.04.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2028,09.04.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2027,08.04.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2026,06.04.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2025,31.03.2015,Exhibition,Win,No,No,WWE United States Championship,No Championship,No
2024,30.03.2015,WWE United States Championship,Win,No,No,WWE United States Championship,No Championship,Yes
2023,29.03.2015,WWE United States Championship,Win,Yes,No,WWE United States Championship,No Championship,Yes
2022,23.03.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2021,22.03.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2020,21.03.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2019,20.03.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2018,16.03.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2017,15.03.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2016,14.03.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2015,09.03.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2014,08.03.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2013,07.03.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2012,06.03.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2011,02.03.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2010,02.03.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2009,01.03.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2008,28.02.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2007,27.02.2015,WWE United States Championship,Win,No,No,No Championship,No Championship,Yes
2006,23.02.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2005,22.02.2015,WWE United States Championship,Loss,No,No,No Championship,No Championship,Yes
2004,17.02.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2003,16.02.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2002,14.02.2015,WWE Intercontinental Championship,Win,No,No,No Championship,No Championship,Yes
2001,13.02.2015,Exhibition,Win,No,No,No Championship,No Championship,No
2000,12.02.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1999,01.02.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1998,31.01.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1997,30.01.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1996,29.01.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1995,25.01.2015,WWE Championship,Loss,No,No,No Championship,No Championship,Yes
1994,24.01.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1993,23.01.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1992,19.01.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1991,18.01.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1990,17.01.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1989,16.01.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1988,12.01.2015,Exhibition,Loss,No,No,No Championship,No Championship,No
1987,11.01.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1986,10.01.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1985,09.01.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1984,05.01.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1983,04.01.2015,Exhibition,Win,No,No,No Championship,No Championship,No
1982,30.12.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1981,28.12.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1980,27.12.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1979,26.12.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1978,22.12.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1977,15.12.2014,Exhibition,Loss,No,No,No Championship,No Championship,No
1976,14.12.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1975,09.12.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1974,08.12.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1973,07.12.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1972,01.12.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1971,24.11.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1970,23.11.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1969,17.11.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1968,15.11.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1967,14.11.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1966,13.11.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1965,12.11.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1964,11.11.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1963,10.11.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1962,09.11.2014,Exhibition,Win,No,No,No Championship,No Championship,No
1961,08.11.2014,Exhibition,Win,No,No,No Championship,No Championship,No
